PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jonas Jerebko,DET,01/09/2012,DET @ CHI,L,24,4,2,8,25.0,0,1,0.0,0,0,-,1,0,1,0,0,1,0,4,-16
Ben Gordon,DET,01/09/2012,DET @ CHI,L,27,11,4,8,50.0,0,0,-,3,4,75.0,0,0,0,4,0,0,4,4,-14
Austin Daye,DET,01/09/2012,DET @ CHI,L,13,2,1,4,25.0,0,0,-,0,0,-,0,1,1,0,0,0,1,2,-9
Brandon Knight,DET,01/09/2012,DET @ CHI,L,37,13,6,10,60.0,1,1,100.0,0,0,-,0,5,5,1,0,0,4,2,-20
Tayshaun Prince,DET,01/09/2012,DET @ CHI,L,33,11,5,12,41.7,0,0,-,1,2,50.0,1,1,2,2,1,1,1,0,-20
Vernon Macklin,DET,01/09/2012,DET @ CHI,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Ben Wallace,DET,01/09/2012,DET @ CHI,L,12,0,0,0,-,0,0,-,0,0,-,1,3,4,0,0,1,0,1,-10
Damien Wilkins,DET,01/09/2012,DET @ CHI,L,24,5,2,3,66.7,0,0,-,1,2,50.0,1,5,6,1,0,1,2,2,-5
Will Bynum,DET,01/09/2012,DET @ CHI,L,11,4,2,5,40.0,0,1,0.0,0,0,-,1,2,3,0,0,0,4,3,-4
Greg Monroe,DET,01/09/2012,DET @ CHI,L,32,14,5,9,55.6,0,0,-,4,4,100.0,1,9,10,6,1,0,1,2,-12
Will Bynum,DET,01/07/2012,DET vs. NYK,L,24,4,1,9,11.1,0,1,0.0,2,4,50.0,2,4,6,1,1,0,1,3,-2
Vernon Macklin,DET,01/07/2012,DET vs. NYK,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,0,1,0,0,0,1
Damien Wilkins,DET,01/07/2012,DET vs. NYK,L,25,7,3,5,60.0,0,2,0.0,1,2,50.0,2,2,4,3,1,0,3,2,0
Jonas Jerebko,DET,01/07/2012,DET vs. NYK,L,22,4,1,6,16.7,1,3,33.3,1,2,50.0,3,2,5,1,0,0,0,2,-27
Ben Wallace,DET,01/07/2012,DET vs. NYK,L,14,4,2,6,33.3,0,0,-,0,0,-,0,3,3,1,0,3,0,1,4
Brandon Knight,DET,01/07/2012,DET vs. NYK,L,40,19,7,19,36.8,5,13,38.5,0,0,-,1,5,6,4,3,0,3,3,-25
Greg Monroe,DET,01/07/2012,DET vs. NYK,L,31,15,7,11,63.6,0,0,-,1,4,25.0,3,2,5,1,0,0,3,3,-20
Ben Gordon,DET,01/07/2012,DET vs. NYK,L,32,12,5,12,41.7,2,5,40.0,0,1,0.0,0,3,3,3,1,0,9,3,-19
Tayshaun Prince,DET,01/07/2012,DET vs. NYK,L,23,4,1,6,16.7,1,2,50.0,1,2,50.0,1,1,2,2,0,1,0,2,-23
Jason Maxiell,DET,01/07/2012,DET vs. NYK,L,24,11,2,4,50.0,0,0,-,7,7,100.0,3,3,6,1,1,1,1,2,-4
Tayshaun Prince,DET,01/06/2012,DET @ PHI,L,34,8,4,13,30.8,0,1,0.0,0,0,-,1,3,4,3,0,0,1,1,-12
Jason Maxiell,DET,01/06/2012,DET @ PHI,L,18,10,5,8,62.5,0,0,-,0,0,-,3,2,5,0,2,0,2,3,-9
Will Bynum,DET,01/06/2012,DET @ PHI,L,28,10,3,9,33.3,0,0,-,4,5,80.0,0,2,2,2,2,0,2,3,-20
Austin Daye,DET,01/06/2012,DET @ PHI,L,24,4,2,11,18.2,0,3,0.0,0,0,-,0,2,2,3,1,1,1,2,-10
Vernon Macklin,DET,01/06/2012,DET @ PHI,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Ben Wallace,DET,01/06/2012,DET @ PHI,L,6,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-4
Greg Monroe,DET,01/06/2012,DET @ PHI,L,35,22,8,16,50.0,0,0,-,6,7,85.7,4,3,7,3,1,2,2,2,-8
Damien Wilkins,DET,01/06/2012,DET @ PHI,L,23,2,1,4,25.0,0,0,-,0,0,-,2,2,4,1,1,0,2,2,-14
Jonas Jerebko,DET,01/06/2012,DET @ PHI,L,32,7,3,9,33.3,0,1,0.0,1,2,50.0,4,5,9,2,2,0,0,1,-21
Brandon Knight,DET,01/06/2012,DET @ PHI,L,37,10,5,15,33.3,0,5,0.0,0,0,-,0,9,9,4,0,0,4,2,-14
Rodney Stuckey,DET,01/04/2012,DET vs. CHI,L,15,5,2,5,40.0,0,0,-,1,1,100.0,0,2,2,2,0,0,0,0,-6
Tayshaun Prince,DET,01/04/2012,DET vs. CHI,L,33,7,3,11,27.3,0,1,0.0,1,2,50.0,0,4,4,4,3,0,1,1,-14
Ben Gordon,DET,01/04/2012,DET vs. CHI,L,28,7,2,10,20.0,0,0,-,3,3,100.0,0,4,4,0,0,0,3,4,-17
Greg Monroe,DET,01/04/2012,DET vs. CHI,L,35,19,8,15,53.3,0,0,-,3,3,100.0,5,8,13,5,0,1,2,1,-14
Charlie Villanueva,DET,01/04/2012,DET vs. CHI,L,5,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,1,0,0,0,-6
Will Bynum,DET,01/04/2012,DET vs. CHI,L,16,10,5,9,55.6,0,0,-,0,1,0.0,0,1,1,1,1,0,3,1,-7
Brandon Knight,DET,01/04/2012,DET vs. CHI,L,22,4,2,9,22.2,0,2,0.0,0,0,-,0,1,1,1,1,0,1,1,-2
Jason Maxiell,DET,01/04/2012,DET vs. CHI,L,15,4,2,4,50.0,0,0,-,0,0,-,0,2,2,1,0,0,0,0,-1
Ben Wallace,DET,01/04/2012,DET vs. CHI,L,14,4,2,4,50.0,0,0,-,0,0,-,2,2,4,0,0,0,0,1,-2
Damien Wilkins,DET,01/04/2012,DET vs. CHI,L,30,10,5,7,71.4,0,0,-,0,0,-,1,2,3,3,2,0,0,3,-2
Jonas Jerebko,DET,01/04/2012,DET vs. CHI,L,27,13,5,13,38.5,1,3,33.3,2,2,100.0,3,1,4,0,1,0,1,4,-9
Brandon Knight,DET,01/02/2012,DET vs. ORL,W,21,8,4,7,57.1,0,2,0.0,0,0,-,1,0,1,3,0,0,3,0,2
Austin Daye,DET,01/02/2012,DET vs. ORL,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Rodney Stuckey,DET,01/02/2012,DET vs. ORL,W,37,14,2,8,25.0,0,2,0.0,10,13,76.9,0,2,2,4,2,0,2,0,6
Tayshaun Prince,DET,01/02/2012,DET vs. ORL,W,37,14,5,10,50.0,0,0,-,4,4,100.0,2,3,5,2,0,0,2,0,12
Jason Maxiell,DET,01/02/2012,DET vs. ORL,W,16,9,3,4,75.0,0,0,-,3,4,75.0,0,2,2,0,1,1,1,4,5
Jonas Jerebko,DET,01/02/2012,DET vs. ORL,W,36,8,4,6,66.7,0,1,0.0,0,2,0.0,2,9,11,1,0,0,2,3,7
Ben Gordon,DET,01/02/2012,DET vs. ORL,W,39,26,8,15,53.3,2,3,66.7,8,9,88.9,0,3,3,6,0,0,5,3,14
Charlie Villanueva,DET,01/02/2012,DET vs. ORL,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Ben Wallace,DET,01/02/2012,DET vs. ORL,W,20,0,0,0,-,0,0,-,0,0,-,0,5,5,0,5,1,1,3,6
Damien Wilkins,DET,01/02/2012,DET vs. ORL,W,11,0,0,2,0.0,0,0,-,0,0,-,0,1,1,2,0,1,0,1,-1
Greg Monroe,DET,01/02/2012,DET vs. ORL,W,23,10,5,10,50.0,0,0,-,0,1,0.0,6,3,9,1,0,0,1,5,0
Damien Wilkins,DET,12/31/2011,DET vs. IND,W,9,0,0,2,0.0,0,0,-,0,0,-,1,0,1,1,0,0,0,2,-11
Tayshaun Prince,DET,12/31/2011,DET vs. IND,W,36,12,5,13,38.5,2,3,66.7,0,0,-,0,4,4,1,1,0,3,2,2
Ben Gordon,DET,12/31/2011,DET vs. IND,W,34,16,6,12,50.0,2,4,50.0,2,2,100.0,1,2,3,4,1,0,2,2,13
Austin Daye,DET,12/31/2011,DET vs. IND,W,6,0,0,3,0.0,0,1,0.0,0,0,-,0,0,0,0,0,1,1,0,8
Jason Maxiell,DET,12/31/2011,DET vs. IND,W,13,6,3,5,60.0,0,0,-,0,0,-,1,3,4,0,1,0,0,3,2
Brandon Knight,DET,12/31/2011,DET vs. IND,W,23,6,3,8,37.5,0,2,0.0,0,0,-,0,3,3,6,0,0,3,2,1
Jonas Jerebko,DET,12/31/2011,DET vs. IND,W,37,20,8,14,57.1,3,4,75.0,1,3,33.3,1,11,12,1,1,0,1,5,10
Ben Wallace,DET,12/31/2011,DET vs. IND,W,10,2,1,1,100.0,0,0,-,0,0,-,1,3,4,1,0,0,0,1,6
Rodney Stuckey,DET,12/31/2011,DET vs. IND,W,39,15,5,12,41.7,1,1,100.0,4,4,100.0,1,6,7,7,0,0,4,2,2
Greg Monroe,DET,12/31/2011,DET vs. IND,W,33,19,8,12,66.7,0,0,-,3,4,75.0,4,7,11,4,0,1,4,4,7
Brandon Knight,DET,12/30/2011,DET @ BOS,L,26,10,3,11,27.3,2,5,40.0,2,2,100.0,1,2,3,0,0,0,2,3,-13
Vernon Macklin,DET,12/30/2011,DET @ BOS,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,7
Jason Maxiell,DET,12/30/2011,DET @ BOS,L,18,4,1,3,33.3,0,0,-,2,2,100.0,0,2,2,1,0,0,2,0,-6
Tayshaun Prince,DET,12/30/2011,DET @ BOS,L,31,10,4,9,44.4,1,2,50.0,1,1,100.0,1,1,2,1,0,0,0,0,-17
Ben Wallace,DET,12/30/2011,DET @ BOS,L,14,2,1,2,50.0,0,0,-,0,0,-,1,1,2,0,0,0,0,0,14
Austin Daye,DET,12/30/2011,DET @ BOS,L,16,11,5,11,45.5,0,2,0.0,1,1,100.0,1,4,5,0,0,0,1,3,5
Damien Wilkins,DET,12/30/2011,DET @ BOS,L,12,4,2,3,66.7,0,1,0.0,0,0,-,0,1,1,0,0,0,0,1,4
Ben Gordon,DET,12/30/2011,DET @ BOS,L,29,9,4,10,40.0,0,2,0.0,1,1,100.0,0,3,3,5,0,0,0,3,-4
Rodney Stuckey,DET,12/30/2011,DET @ BOS,L,27,3,1,11,9.1,0,4,0.0,1,2,50.0,0,2,2,7,1,0,1,0,-15
Will Bynum,DET,12/30/2011,DET @ BOS,L,3,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,7
Jonas Jerebko,DET,12/30/2011,DET @ BOS,L,28,10,4,6,66.7,0,0,-,2,2,100.0,2,3,5,0,0,0,1,1,-18
Greg Monroe,DET,12/30/2011,DET @ BOS,L,34,22,9,12,75.0,0,0,-,4,4,100.0,6,3,9,4,2,0,2,3,-19
Ben Wallace,DET,12/28/2011,DET vs. CLE,L,10,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,2,0,0,1,-13
Austin Daye,DET,12/28/2011,DET vs. CLE,L,14,0,0,5,0.0,0,1,0.0,0,0,-,0,0,0,0,2,1,3,2,-5
Damien Wilkins,DET,12/28/2011,DET vs. CLE,L,5,0,0,0,-,0,0,-,0,0,-,0,2,2,0,0,0,0,1,3
Greg Monroe,DET,12/28/2011,DET vs. CLE,L,36,10,5,10,50.0,0,0,-,0,0,-,3,4,7,2,1,0,5,1,-5
Jonas Jerebko,DET,12/28/2011,DET vs. CLE,L,31,8,3,10,30.0,1,2,50.0,1,2,50.0,4,2,6,0,2,0,0,5,-13
Tayshaun Prince,DET,12/28/2011,DET vs. CLE,L,27,10,4,8,50.0,0,1,0.0,2,2,100.0,0,3,3,1,0,0,3,1,-15
Jason Maxiell,DET,12/28/2011,DET vs. CLE,L,15,0,0,1,0.0,0,0,-,0,0,-,2,1,3,0,1,0,0,1,-6
Rodney Stuckey,DET,12/28/2011,DET vs. CLE,L,32,11,4,12,33.3,1,3,33.3,2,2,100.0,1,2,3,3,0,0,1,2,-9
Brandon Knight,DET,12/28/2011,DET vs. CLE,L,29,23,10,13,76.9,3,5,60.0,0,1,0.0,0,1,1,6,2,0,2,4,-6
Ben Gordon,DET,12/28/2011,DET vs. CLE,L,40,25,9,19,47.4,4,9,44.4,3,4,75.0,0,0,0,4,1,0,2,3,-13
Vernon Macklin,DET,12/28/2011,DET vs. CLE,L,2,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Austin Daye,DET,12/26/2011,DET @ IND,L,14,0,0,3,0.0,0,1,0.0,0,0,-,0,7,7,1,0,0,1,2,-5
Jason Maxiell,DET,12/26/2011,DET @ IND,L,17,0,0,2,0.0,0,0,-,0,0,-,0,0,0,0,0,1,0,1,-5
Brandon Knight,DET,12/26/2011,DET @ IND,L,17,9,3,9,33.3,3,6,50.0,0,0,-,0,1,1,0,1,0,4,0,-10
Jonas Jerebko,DET,12/26/2011,DET @ IND,L,38,17,7,11,63.6,0,2,0.0,3,4,75.0,2,3,5,1,1,1,0,3,-6
Ben Gordon,DET,12/26/2011,DET @ IND,L,34,14,4,14,28.6,1,4,25.0,5,6,83.3,1,3,4,2,0,1,5,1,-11
Ben Wallace,DET,12/26/2011,DET @ IND,L,20,2,1,3,33.3,0,0,-,0,0,-,2,5,7,1,0,3,1,1,-11
Rodney Stuckey,DET,12/26/2011,DET @ IND,L,33,17,5,11,45.5,2,3,66.7,5,5,100.0,0,3,3,6,2,1,3,2,0
Will Bynum,DET,12/26/2011,DET @ IND,L,13,6,1,5,20.0,1,2,50.0,3,4,75.0,1,2,3,3,0,0,2,4,-3
Tayshaun Prince,DET,12/26/2011,DET @ IND,L,34,6,3,10,30.0,0,1,0.0,0,0,-,0,3,3,2,0,1,0,0,-7
Greg Monroe,DET,12/26/2011,DET @ IND,L,22,8,3,7,42.9,0,0,-,2,2,100.0,3,4,7,1,1,0,0,5,-2
Greg Monroe,DET,12/20/2011,DET @ CLE,W,30,12,3,6,50.0,0,0,-,6,6,100.0,0,7,7,0,2,0,1,1,0
Jonas Jerebko,DET,12/20/2011,DET @ CLE,W,24,11,4,12,33.3,1,1,100.0,2,2,100.0,3,4,7,1,1,0,0,6,-2
Ben Wallace,DET,12/20/2011,DET @ CLE,W,10,2,1,2,50.0,0,0,-,0,2,0.0,0,4,4,0,0,2,0,2,-6
,DET,12/20/2011,DET @ CLE,W,23,2,1,4,25.0,0,1,0.0,0,0,-,1,3,4,1,1,0,0,2,-3
Will Bynum,DET,12/20/2011,DET @ CLE,W,23,12,4,9,44.4,2,4,50.0,2,2,100.0,1,3,4,1,0,0,5,4,0
Tayshaun Prince,DET,12/20/2011,DET @ CLE,W,17,5,2,4,50.0,1,1,100.0,0,0,-,0,1,1,1,0,0,1,0,-3
Austin Daye,DET,12/20/2011,DET @ CLE,W,30,19,5,11,45.5,2,4,50.0,7,7,100.0,1,5,6,0,2,2,5,3,-2
,DET,12/20/2011,DET @ CLE,W,9,2,1,2,50.0,0,0,-,0,0,-,1,4,5,0,0,0,1,1,4
Brandon Knight,DET,12/20/2011,DET @ CLE,W,29,7,2,9,22.2,1,6,16.7,2,2,100.0,0,4,4,6,2,0,6,2,7
Jason Maxiell,DET,12/20/2011,DET @ CLE,W,22,3,1,3,33.3,0,0,-,1,2,50.0,2,0,2,0,0,1,3,4,2
Rodney Stuckey,DET,12/20/2011,DET @ CLE,W,23,15,2,8,25.0,1,1,100.0,10,10,100.0,1,1,2,3,0,0,2,0,8
Austin Daye,DET,12/16/2011,DET vs. CLE,L,26,18,6,12,50.0,3,4,75.0,3,4,75.0,2,4,6,0,1,5,4,5,6
Brandon Knight,DET,12/16/2011,DET vs. CLE,L,22,9,3,9,33.3,1,2,50.0,2,2,100.0,0,2,2,4,1,0,4,5,6
Jason Maxiell,DET,12/16/2011,DET vs. CLE,L,21,4,2,3,66.7,0,0,-,0,0,-,3,1,4,0,1,2,1,5,2
Vernon Macklin,DET,12/16/2011,DET vs. CLE,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Brian Hamilton,DET,12/16/2011,DET vs. CLE,L,14,0,0,1,0.0,0,0,-,0,2,0.0,0,2,2,0,0,0,1,1,-1
Will Bynum,DET,12/16/2011,DET vs. CLE,L,26,9,4,7,57.1,0,0,-,1,2,50.0,0,1,1,3,1,0,3,3,-10
Greg Monroe,DET,12/16/2011,DET vs. CLE,L,27,12,5,11,45.5,0,0,-,2,2,100.0,3,10,13,0,2,2,3,5,-8
Damien Wilkins,DET,12/16/2011,DET vs. CLE,L,22,4,1,2,50.0,0,0,-,2,2,100.0,1,2,3,2,1,1,1,2,-10
Charlie Villanueva,DET,12/16/2011,DET vs. CLE,L,31,10,2,11,18.2,0,4,0.0,6,11,54.5,1,5,6,2,1,0,2,5,-5
Jonas Jerebko,DET,12/16/2011,DET vs. CLE,L,17,4,1,6,16.7,0,2,0.0,2,4,50.0,0,2,2,2,1,0,0,6,1
Ben Gordon,DET,12/16/2011,DET vs. CLE,L,34,17,5,15,33.3,2,7,28.6,5,6,83.3,1,5,6,2,0,0,2,2,-3
Austin Daye,DET,04/13/2011,DET @ PHI,W,31,6,2,10,20.0,0,3,0.0,2,2,100.0,0,7,7,5,1,2,1,4,-2
Rodney Stuckey,DET,04/13/2011,DET @ PHI,W,43,29,9,15,60.0,1,3,33.3,10,11,90.9,0,4,4,8,2,0,4,2,2
DaJuan Summers,DET,04/13/2011,DET @ PHI,W,25,10,4,9,44.4,1,3,33.3,1,2,50.0,0,2,2,0,0,1,1,0,-7
Tayshaun Prince,DET,04/13/2011,DET @ PHI,W,23,14,6,9,66.7,2,4,50.0,0,0,-,0,1,1,0,0,0,0,0,11
Ben Gordon,DET,04/13/2011,DET @ PHI,W,25,10,4,8,50.0,2,4,50.0,0,0,-,1,3,4,2,0,0,2,1,-7
Chris Wilcox,DET,04/13/2011,DET @ PHI,W,11,6,3,3,100.0,0,0,-,0,0,-,0,1,1,1,1,0,1,1,1
Jason Maxiell,DET,04/13/2011,DET @ PHI,W,23,10,4,7,57.1,0,0,-,2,4,50.0,3,2,5,0,0,0,0,0,-2
Richard Hamilton,DET,04/13/2011,DET @ PHI,W,28,9,2,5,40.0,0,0,-,5,6,83.3,0,4,4,7,0,2,1,4,13
Greg Monroe,DET,04/13/2011,DET @ PHI,W,32,10,3,10,30.0,0,0,-,4,6,66.7,0,13,13,3,1,0,1,5,11
Austin Daye,DET,04/11/2011,DET vs. CLE,L,31,6,2,7,28.6,0,1,0.0,2,4,50.0,3,5,8,1,1,2,1,4,-8
Rodney Stuckey,DET,04/11/2011,DET vs. CLE,L,45,29,8,14,57.1,0,1,0.0,13,13,100.0,0,2,2,14,0,0,2,2,3
Chris Wilcox,DET,04/11/2011,DET vs. CLE,L,21,16,6,7,85.7,0,0,-,4,7,57.1,2,5,7,0,0,0,4,4,6
Richard Hamilton,DET,04/11/2011,DET vs. CLE,L,22,13,6,10,60.0,1,2,50.0,0,0,-,0,2,2,2,1,1,1,3,-1
Tayshaun Prince,DET,04/11/2011,DET vs. CLE,L,20,6,3,6,50.0,0,0,-,0,0,-,0,1,1,4,0,1,1,0,-13
Ben Gordon,DET,04/11/2011,DET vs. CLE,L,26,9,4,8,50.0,1,3,33.3,0,0,-,0,0,0,0,1,0,4,5,-8
Greg Monroe,DET,04/11/2011,DET vs. CLE,L,27,10,5,6,83.3,0,0,-,0,0,-,3,7,10,0,0,2,0,5,-9
Jason Maxiell,DET,04/11/2011,DET vs. CLE,L,33,4,1,7,14.3,0,0,-,2,4,50.0,4,10,14,1,0,1,2,3,-11
Charlie Villanueva,DET,04/11/2011,DET vs. CLE,L,15,8,3,9,33.3,2,2,100.0,0,0,-,0,1,1,0,0,0,1,1,-4
Tayshaun Prince,DET,04/10/2011,DET @ CHA,W,23,9,4,9,44.4,1,2,50.0,0,0,-,0,0,0,3,1,0,0,0,1
Tracy McGrady,DET,04/10/2011,DET @ CHA,W,8,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,2,0,-10
Jason Maxiell,DET,04/10/2011,DET @ CHA,W,26,10,4,6,66.7,0,0,-,2,2,100.0,1,6,7,1,1,0,2,4,2
Greg Monroe,DET,04/10/2011,DET @ CHA,W,30,10,5,9,55.6,0,1,0.0,0,0,-,5,4,9,4,0,1,0,2,-1
Rodney Stuckey,DET,04/10/2011,DET @ CHA,W,40,24,8,18,44.4,2,5,40.0,6,8,75.0,0,3,3,11,1,1,2,0,21
Charlie Villanueva,DET,04/10/2011,DET @ CHA,W,24,20,8,15,53.3,1,6,16.7,3,3,100.0,0,6,6,0,2,1,0,2,11
Chris Wilcox,DET,04/10/2011,DET @ CHA,W,19,14,7,10,70.0,0,0,-,0,0,-,3,4,7,0,1,0,0,4,7
Austin Daye,DET,04/10/2011,DET @ CHA,W,22,8,2,3,66.7,1,1,100.0,3,6,50.0,1,1,2,1,2,0,4,4,13
Richard Hamilton,DET,04/10/2011,DET @ CHA,W,22,11,5,7,71.4,1,1,100.0,0,0,-,1,3,4,6,1,0,2,1,0
Ben Gordon,DET,04/10/2011,DET @ CHA,W,26,6,2,4,50.0,2,3,66.7,0,0,-,0,1,1,6,0,1,1,2,11
Austin Daye,DET,04/08/2011,DET vs. MIL,W,20,5,2,4,50.0,1,1,100.0,0,0,-,2,2,4,3,0,0,0,1,3
Greg Monroe,DET,04/08/2011,DET vs. MIL,W,33,11,2,3,66.7,0,0,-,7,8,87.5,2,6,8,3,0,0,0,2,3
Chris Wilcox,DET,04/08/2011,DET vs. MIL,W,24,27,12,18,66.7,0,0,-,3,3,100.0,5,8,13,0,1,1,1,2,9
Richard Hamilton,DET,04/08/2011,DET vs. MIL,W,32,9,2,10,20.0,0,0,-,5,6,83.3,2,2,4,6,1,0,3,1,11
Rodney Stuckey,DET,04/08/2011,DET vs. MIL,W,34,22,7,14,50.0,0,1,0.0,8,8,100.0,0,4,4,4,0,0,5,2,0
Ben Gordon,DET,04/08/2011,DET vs. MIL,W,18,2,1,3,33.3,0,1,0.0,0,0,-,0,2,2,2,0,0,0,2,-1
Charlie Villanueva,DET,04/08/2011,DET vs. MIL,W,15,15,7,13,53.8,1,5,20.0,0,0,-,1,1,2,0,1,1,1,2,-1
Tayshaun Prince,DET,04/08/2011,DET vs. MIL,W,35,16,6,14,42.9,0,3,0.0,4,4,100.0,2,5,7,1,0,0,1,2,9
Jason Maxiell,DET,04/08/2011,DET vs. MIL,W,15,3,1,1,100.0,0,0,-,1,2,50.0,1,1,2,0,0,0,2,0,7
Tracy McGrady,DET,04/08/2011,DET vs. MIL,W,14,0,0,0,-,0,0,-,0,0,-,0,3,3,2,0,2,1,0,10
Austin Daye,DET,04/06/2011,DET vs. NJN,W,19,9,3,5,60.0,1,2,50.0,2,2,100.0,1,3,4,3,0,1,0,2,0
Greg Monroe,DET,04/06/2011,DET vs. NJN,W,34,20,7,10,70.0,0,0,-,6,7,85.7,4,6,10,1,2,2,3,5,7
Will Bynum,DET,04/06/2011,DET vs. NJN,W,14,4,2,7,28.6,0,1,0.0,0,0,-,0,0,0,2,0,0,1,2,-6
Richard Hamilton,DET,04/06/2011,DET vs. NJN,W,35,25,8,11,72.7,0,0,-,9,10,90.0,1,4,5,9,2,0,2,3,7
Chris Wilcox,DET,04/06/2011,DET vs. NJN,W,24,12,6,7,85.7,0,0,-,0,1,0.0,2,3,5,1,0,0,0,6,3
Charlie Villanueva,DET,04/06/2011,DET vs. NJN,W,19,8,4,11,36.4,0,3,0.0,0,0,-,1,4,5,0,0,2,0,2,3
Rodney Stuckey,DET,04/06/2011,DET vs. NJN,W,34,22,8,16,50.0,0,0,-,6,6,100.0,1,4,5,10,0,0,5,1,13
Ben Gordon,DET,04/06/2011,DET vs. NJN,W,16,6,3,3,100.0,0,0,-,0,0,-,0,1,1,1,1,0,1,1,-2
Tayshaun Prince,DET,04/06/2011,DET vs. NJN,W,32,8,2,5,40.0,0,1,0.0,4,4,100.0,0,3,3,1,1,0,1,1,9
Jason Maxiell,DET,04/06/2011,DET vs. NJN,W,13,2,0,3,0.0,0,0,-,2,2,100.0,2,2,4,0,0,0,0,1,1
DaJuan Summers,DET,04/05/2011,DET @ WAS,L,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,-2
Ben Wallace,DET,04/05/2011,DET @ WAS,L,8,0,0,1,0.0,0,0,-,0,0,-,0,2,2,0,1,1,0,3,2
Greg Monroe,DET,04/05/2011,DET @ WAS,L,43,22,7,13,53.8,0,0,-,8,10,80.0,9,5,14,4,4,1,2,5,-8
Richard Hamilton,DET,04/05/2011,DET @ WAS,L,20,2,1,11,9.1,0,1,0.0,0,0,-,0,1,1,1,0,0,3,0,-14
Jason Maxiell,DET,04/05/2011,DET @ WAS,L,21,6,3,6,50.0,0,0,-,0,1,0.0,1,2,3,0,1,0,3,1,11
Will Bynum,DET,04/05/2011,DET @ WAS,L,32,14,4,12,33.3,1,5,20.0,5,6,83.3,0,1,1,2,2,0,1,4,-11
Austin Daye,DET,04/05/2011,DET @ WAS,L,25,14,6,10,60.0,2,4,50.0,0,1,0.0,1,5,6,1,1,0,2,1,8
Chris Wilcox,DET,04/05/2011,DET @ WAS,L,16,10,5,11,45.5,0,0,-,0,0,-,5,4,9,2,0,0,0,3,-10
Tracy McGrady,DET,04/05/2011,DET @ WAS,L,29,14,7,11,63.6,0,1,0.0,0,1,0.0,3,2,5,6,1,1,1,2,10
Tayshaun Prince,DET,04/05/2011,DET @ WAS,L,31,14,7,16,43.8,0,2,0.0,0,0,-,0,4,4,1,0,0,3,1,-9
Ben Gordon,DET,04/05/2011,DET @ WAS,L,14,9,3,6,50.0,2,3,66.7,1,1,100.0,1,1,2,1,0,0,1,1,13
Will Bynum,DET,04/03/2011,DET @ BOS,L,31,20,8,14,57.1,2,2,100.0,2,3,66.7,0,0,0,1,3,0,4,1,-11
Chris Wilcox,DET,04/03/2011,DET @ BOS,L,19,4,2,4,50.0,0,0,-,0,0,-,1,4,5,0,1,0,0,4,2
Jason Maxiell,DET,04/03/2011,DET @ BOS,L,14,2,1,5,20.0,0,0,-,0,0,-,1,1,2,0,0,0,1,1,-2
Richard Hamilton,DET,04/03/2011,DET @ BOS,L,34,14,6,15,40.0,0,1,0.0,2,2,100.0,0,2,2,5,0,0,0,1,-9
Tracy McGrady,DET,04/03/2011,DET @ BOS,L,17,2,1,1,100.0,0,0,-,0,0,-,1,0,1,2,2,0,1,1,0
Austin Daye,DET,04/03/2011,DET @ BOS,L,15,4,1,5,20.0,0,1,0.0,2,2,100.0,1,3,4,1,1,0,0,2,0
Greg Monroe,DET,04/03/2011,DET @ BOS,L,34,11,4,6,66.7,0,0,-,3,4,75.0,2,3,5,5,3,0,0,1,-9
Ben Gordon,DET,04/03/2011,DET @ BOS,L,14,2,1,6,16.7,0,5,0.0,0,0,-,0,0,0,0,2,0,0,0,-2
Charlie Villanueva,DET,04/03/2011,DET @ BOS,L,28,15,6,13,46.2,3,7,42.9,0,0,-,1,4,5,0,2,0,3,1,-15
Tayshaun Prince,DET,04/03/2011,DET @ BOS,L,33,16,4,11,36.4,3,5,60.0,5,6,83.3,1,1,2,3,2,0,0,1,-9
Jason Maxiell,DET,04/01/2011,DET vs. CHI,L,12,5,2,4,50.0,0,0,-,1,2,50.0,1,3,4,0,1,0,0,2,-4
Chris Wilcox,DET,04/01/2011,DET vs. CHI,L,23,9,4,8,50.0,0,0,-,1,2,50.0,0,3,3,1,0,0,2,2,-6
